ID,URL,Title,Difficulty,Acceptance %,Frequency %,Topics,Timeframe
1011,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,Capacity To Ship Packages Within D Days,Medium,,100.0%,"Array, Binary Search",more_than_6m
1537,https://leetcode.com/problems/get-the-maximum-score,Get the Maximum Score,Hard,,100.0%,"Array, Two Pointers, Dynamic Programming, Greedy",more_than_6m
1982,https://leetcode.com/problems/find-array-given-subset-sums,Find Array Given Subset Sums,Hard,,100.0%,"Array, Divide and Conquer",more_than_6m
1434,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other,Number of Ways to Wear Different Hats to Each Other,Hard,,100.0%,"Array, Dynamic Programming, Bit Manipulation, Bitmask",more_than_6m
1982,https://leetcode.com/problems/find-array-given-subset-sums,Find Array Given Subset Sums,Hard,,100.0%,"Array, Divide and Conquer",all
1537,https://leetcode.com/problems/get-the-maximum-score,Get the Maximum Score,Hard,,100.0%,"Array, Two Pointers, Dynamic Programming, Greedy",all
1434,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other,Number of Ways to Wear Different Hats to Each Other,Hard,,100.0%,"Array, Dynamic Programming, Bit Manipulation, Bitmask",all
1011,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,Capacity To Ship Packages Within D Days,Medium,,64.6%,"Array, Binary Search",all
